Tree	Validity	Type	Sequence_MA	Sequence_MM	Sequence_AD	Sequence_MU	Shape
ENSGT00390000014377	valid	1	TRAMA00000030912	TRAMM00000029660	APAAD00000045912	APAMU00000049133	(MA,(MM,(AD,MU)));
ENSGT00390000006200	valid	1	TRAMA00000009720	APAMM00000018467	APAAD00000014931	APAMU00000016032	(MA,(MM,(AD,MU)));
ENSGT00390000006806	valid	-1	APAMA00000030670	APAMM00000029086	TRAAD00000013275	APAMU00000025086	((AD,MA),(MM,MU));
ENSGT00390000014113	valid	1	APAMA00000000481	APAMM00000000479	APAAD00000000367	APAMU00000000414	(MA,(MM,(AD,MU)));
ENSGT00390000002231	valid	1	APAMA00000012140	APAMM00000011540	APAAD00000009344	APAMU00000010043	(MA,(MM,(AD,MU)));
ENSGT00390000002231	valid	-1	APAMA00000012143	APAMM00000011544	APAAD00000009349	APAMU00000010046	((AD,MM),(MA,MU));
ENSGT00390000004691	valid	1	APAMA00000065524	APAMM00000062734	APAAD00000050638	APAMU00000054249	(MA,(MM,(AD,MU)));
ENSGT00520000059926	valid	1	APAMA00000062046	TRAMM00000031016	APAAD00000048102	APAMU00000051390	(MA,(MM,(AD,MU)));
ENSGT00390000001136	valid	1	APAMA00000032121	APAMM00000030469	APAAD00000024495	APAMU00000026301	(MA,(MM,(AD,MU)));
ENSGT00850000132273	valid	1	APAMA00000019629	TRAMM00000009651	APAAD00000015053	APAMU00000016158	(MA,(MM,(AD,MU)));
ENSGT00850000132273	valid	1	TRAMA00000009799	APAMM00000018621	TRAAD00000008465	APAMU00000016162	(MA,(MM,(AD,MU)));
ENSGT00850000132273	valid	1	TRAMA00000009804	TRAMM00000009654	APAAD00000015054	APAMU00000016165	(MA,(MM,(AD,MU)));
ENSGT00850000132273	valid	1	TRAMA00000009797	APAMM00000018636	TRAAD00000008470	APAMU00000016177	(MA,(MM,(AD,MU)));
ENSGT00850000132273	valid	1	APAMA00000019665	TRAMM00000009650	APAAD00000015060	APAMU00000016183	(MA,(MM,(AD,MU)));
ENSGT00530000063811	valid	1	APAMA00000009877	APAMM00000009454	APAAD00000007605	APAMU00000008264	(MA,(MM,(AD,MU)));
ENSGT00530000063811	valid	1	APAMA00000009876	APAMM00000009451	APAAD00000007606	APAMU00000008258	(MA,(MM,(AD,MU)));
ENSGT00390000002837	valid	1	APAMA00000029038	APAMM00000027538	TRAAD00000012593	APAMU00000023740	(MA,(MM,(AD,MU)));
ENSGT00390000001016	valid	1	APAMA00000017256	APAMM00000016298	APAAD00000013135	TRAMU00000008090	(MA,(MM,(AD,MU)));
ENSGT00390000006166	valid	1	APAMA00000066044	APAMM00000063273	APAAD00000051061	APAMU00000054671	(MA,(MM,(AD,MU)));
ENSGT00800000124141	valid	1	APAMA00000004937	APAMM00000004808	APAAD00000003902	APAMU00000004075	(MA,(MM,(AD,MU)));
ENSGT00390000017392	valid	1	APAMA00000004835	APAMM00000004713	APAAD00000003838	APAMU00000003999	(MA,(MM,(AD,MU)));
ENSGT00760000119045	valid	1	APAMA00000041591	TRAMM00000020772	APAAD00000031862	APAMU00000034105	(MA,(MM,(AD,MU)));
ENSGT00760000119045	valid	-1	TRAMA00000021592	APAMM00000039495	APAAD00000031864	APAMU00000034119	(MU,(MA,(AD,MM)));
ENSGT00760000119045	valid	1	TRAMA00000021590	APAMM00000039494	APAAD00000031867	TRAMU00000019827	(MA,(MM,(AD,MU)));
ENSGT00760000119045	valid	1	TRAMA00000021589	APAMM00000039504	APAAD00000031874	APAMU00000034112	(MA,(MM,(AD,MU)));
ENSGT00390000011192	valid	1	APAMA00000066386	APAMM00000063559	APAAD00000051297	APAMU00000054952	(MA,(MM,(AD,MU)));
ENSGT00390000002112	valid	1	APAMA00000032278	APAMM00000030607	APAAD00000024626	APAMU00000026420	(MA,(MM,(AD,MU)));
ENSGT00510000048142	valid	1	APAMA00000064356	APAMM00000061573	APAAD00000049760	APAMU00000053233	(MA,(MM,(AD,MU)));
ENSGT00720000108866	valid	1	APAMA00000007271	APAMM00000007061	APAAD00000005629	APAMU00000006018	(MA,(MM,(AD,MU)));
ENSGT00390000008490	valid	1	TRAMA00000018105	APAMM00000033272	APAAD00000026834	APAMU00000028672	(MA,(MM,(AD,MU)));
ENSGT00530000063473	valid	1	APAMA00000065201	APAMM00000062400	APAAD00000050375	APAMU00000053951	(MA,(MM,(AD,MU)));
ENSGT00530000063473	valid	1	APAMA00000065207	APAMM00000062405	TRAAD00000028381	APAMU00000053953	(MA,(MM,(AD,MU)));
ENSGT00390000007747	valid	1	APAMA00000007403	APAMM00000007199	APAAD00000005763	APAMU00000006173	(MA,(MM,(AD,MU)));
ENSGT00390000017608	valid	1	APAMA00000000360	TRAMM00000000172	APAAD00000000281	APAMU00000000281	(MA,(MM,(AD,MU)));
ENSGT00550000075001	valid	1	APAMA00000000967	TRAMM00000000464	APAAD00000000772	APAMU00000000831	(MA,(MM,(AD,MU)));
ENSGT00390000006546	valid	1	APAMA00000034943	APAMM00000033186	APAAD00000026753	APAMU00000028593	(MA,(MM,(AD,MU)));
ENSGT00390000000645	valid	1	APAMA00000050417	APAMM00000048163	APAAD00000038732	APAMU00000041499	(MA,(MM,(AD,MU)));
ENSGT00390000002069	valid	1	APAMA00000049100	APAMM00000046839	APAAD00000037707	APAMU00000040424	(MA,(MM,(AD,MU)));
ENSGT00390000003405	valid	-1	APAMA00000030001	APAMM00000028434	APAAD00000022872	APAMU00000024539	(MA,(MU,(AD,MM)));
ENSGT00390000014547	valid	1	TRAMA00000023267	APAMM00000042635	APAAD00000034320	APAMU00000036755	(MA,(MM,(AD,MU)));
ENSGT00390000014547	valid	1	TRAMA00000023268	APAMM00000042634	APAAD00000034321	APAMU00000036754	(MA,(MM,(AD,MU)));
ENSGT00390000014547	valid	1	APAMA00000044706	APAMM00000042633	APAAD00000034322	APAMU00000036756	(MA,(MM,(AD,MU)));
ENSGT00390000001752	valid	1	TRAMA00000024124	APAMM00000044031	APAAD00000035476	APAMU00000038097	(MA,(MM,(AD,MU)));
ENSGT00440000034155	valid	1	APAMA00000030193	APAMM00000028653	APAAD00000023033	APAMU00000024717	(MA,(MM,(AD,MU)));
ENSGT00390000003823	valid	1	APAMA00000058150	APAMM00000055620	APAAD00000044927	APAMU00000048107	(MA,(MM,(AD,MU)));
ENSGT00530000063937	valid	1	TRAMA00000018082	APAMM00000033232	APAAD00000026794	TRAMU00000003987	(MA,(MM,(AD,MU)));
ENSGT00530000063937	valid	1	APAMA00000034995	APAMM00000033227	APAAD00000026798	APAMU00000028630	(MA,(MM,(AD,MU)));
ENSGT00390000015805	valid	1	APAMA00000007399	APAMM00000007197	APAAD00000005760	APAMU00000006172	(MA,(MM,(AD,MU)));
ENSGT00510000047061	valid	1	APAMA00000005591	TRAMM00000022851	APAAD00000004370	APAMU00000004643	(MA,(MM,(AD,MU)));
ENSGT00390000010922	valid	1	APAMA00000043723	APAMM00000041631	APAAD00000033526	APAMU00000035889	(MA,(MM,(AD,MU)));
ENSGT00390000018433	valid	1	APAMA00000044415	APAMM00000042341	APAAD00000034068	APAMU00000036472	(MA,(MM,(AD,MU)));
ENSGT00390000000984	valid	1	APAMA00000030237	APAMM00000028685	APAAD00000023062	APAMU00000024740	(MA,(MM,(AD,MU)));
ENSGT00550000074787	valid	1	APAMA00000045478	APAMM00000043347	APAAD00000034886	APAMU00000037456	(MA,(MM,(AD,MU)));
ENSGT00550000075141	valid	1	TRAMA00000030553	APAMM00000056190	TRAAD00000025737	APAMU00000048562	(MA,(MM,(AD,MU)));
ENSGT00390000001442	valid	1	APAMA00000021212	APAMM00000020102	TRAAD00000009085	APAMU00000017389	(MA,(MM,(AD,MU)));
ENSGT00530000068397	valid	1	APAMA00000001770	APAMM00000001761	APAAD00000001415	APAMU00000001458	(MA,(MM,(AD,MU)));
ENSGT00390000009682	valid	1	TRAMA00000017236	APAMM00000031830	APAAD00000025625	APAMU00000027460	(MA,(MM,(AD,MU)));
ENSGT00510000048144	valid	1	APAMA00000064358	APAMM00000061577	APAAD00000049761	APAMU00000053235	(MA,(MM,(AD,MU)));
ENSGT00390000013305	valid	1	APAMA00000028677	APAMM00000027216	APAAD00000021886	APAMU00000023449	(MA,(MM,(AD,MU)));
ENSGT00390000013305	valid	1	APAMA00000028678	TRAMM00000014097	APAAD00000021887	TRAMU00000013703	(MA,(MM,(AD,MU)));
ENSGT00390000013164	valid	1	APAMA00000004626	TRAMM00000002407	TRAAD00000002098	APAMU00000003826	(MA,(MM,(AD,MU)));
ENSGT00390000013164	valid	1	APAMA00000004620	TRAMM00000002408	APAAD00000003656	APAMU00000003820	(MA,(MM,(AD,MU)));
ENSGT00390000013164	valid	1	TRAMA00000002332	APAMM00000004527	APAAD00000003659	APAMU00000003832	(MA,(MM,(AD,MU)));
ENSGT00390000006780	valid	1	APAMA00000018399	APAMM00000017416	APAAD00000014067	TRAMU00000008631	(MA,(MM,(AD,MU)));
ENSGT00530000063068	valid	1	APAMA00000064484	APAMM00000061688	TRAAD00000028104	APAMU00000053341	(MA,(MM,(AD,MU)));
ENSGT00530000063068	valid	1	APAMA00000064472	APAMM00000061691	APAAD00000049846	APAMU00000053344	(MA,(MM,(AD,MU)));
ENSGT00530000063068	valid	1	APAMA00000064476	APAMM00000061693	APAAD00000049841	APAMU00000053336	(MA,(MM,(AD,MU)));
ENSGT00550000074957	valid	1	APAMA00000057567	APAMM00000055038	APAAD00000044482	APAMU00000047589	(MA,(MM,(AD,MU)));
ENSGT00550000074957	valid	1	APAMA00000057566	APAMM00000055034	APAAD00000044483	APAMU00000047593	(MA,(MM,(AD,MU)));
ENSGT00550000074957	valid	1	APAMA00000057570	APAMM00000055033	APAAD00000044484	APAMU00000047592	(MA,(MM,(AD,MU)));
ENSGT00880000138046	valid	1	TRAMA00000009723	TRAMM00000009584	APAAD00000014944	APAMU00000016043	(MA,(MM,(AD,MU)));
ENSGT00390000017835	valid	1	APAMA00000014275	APAMM00000013453	APAAD00000010922	APAMU00000011652	(MA,(MM,(AD,MU)));
ENSGT00440000038328	valid	1	APAMA00000042959	APAMM00000040792	APAAD00000032938	APAMU00000035236	(MA,(MM,(AD,MU)));
ENSGT00390000013355	valid	1	APAMA00000047043	APAMM00000044853	APAAD00000036123	APAMU00000038731	(MA,(MM,(AD,MU)));
ENSGT00390000011559	valid	1	APAMA00000037415	APAMM00000035461	APAAD00000028615	APAMU00000030680	(MA,(MM,(AD,MU)));
ENSGT00390000014431	valid	1	APAMA00000062342	APAMM00000059725	APAAD00000048362	APAMU00000051678	(MA,(MM,(AD,MU)));
ENSGT00390000014996	valid	1	APAMA00000059217	APAMM00000056731	APAAD00000045818	APAMU00000049038	(MA,(MM,(AD,MU)));
ENSGT00730000111278	valid	1	APAMA00000028482	APAMM00000027011	APAAD00000021709	APAMU00000023297	(MA,(MM,(AD,MU)));
ENSGT00390000018220	valid	1	APAMA00000041252	APAMM00000039174	APAAD00000031615	APAMU00000033836	(MA,(MM,(AD,MU)));
ENSGT00390000010046	valid	1	APAMA00000055478	APAMM00000053085	TRAAD00000024269	APAMU00000045841	(MA,(MM,(AD,MU)));
ENSGT00390000002475	valid	1	APAMA00000067001	APAMM00000064175	APAAD00000051744	APAMU00000055462	(MA,(MM,(AD,MU)));
ENSGT00390000003860	valid	1	APAMA00000062062	APAMM00000059429	APAAD00000048116	APAMU00000051404	(MA,(MM,(AD,MU)));
ENSGT00730000110948	valid	1	APAMA00000052398	APAMM00000050104	APAAD00000040375	TRAMU00000025187	(MA,(MM,(AD,MU)));
ENSGT00730000110948	valid	1	APAMA00000052395	APAMM00000050101	APAAD00000040373	APAMU00000043216	(MA,(MM,(AD,MU)));
ENSGT00440000037733	valid	1	APAMA00000003496	TRAMM00000001830	TRAAD00000001629	APAMU00000002877	(MA,(MM,(AD,MU)));
ENSGT00390000012419	valid	1	APAMA00000036054	APAMM00000034177	APAAD00000027568	APAMU00000029496	(MA,(MM,(AD,MU)));
ENSGT00390000003428	valid	1	APAMA00000054400	APAMM00000052063	APAAD00000041932	APAMU00000044924	(MA,(MM,(AD,MU)));
ENSGT00390000006416	valid	1	APAMA00000021468	TRAMM00000010555	APAAD00000016380	APAMU00000017618	(MA,(MM,(AD,MU)));
ENSGT00390000011892	valid	1	APAMA00000028610	APAMM00000027137	APAAD00000021828	TRAMU00000029653	(MA,(MM,(AD,MU)));
ENSGT00390000002030	valid	1	APAMA00000009924	APAMM00000009498	TRAAD00000004275	APAMU00000008308	(MA,(MM,(AD,MU)));
ENSGT00390000018381	valid	1	TRAMA00000026041	APAMM00000047964	APAAD00000038544	APAMU00000041308	(MA,(MM,(AD,MU)));
ENSGT00390000008456	valid	1	APAMA00000021864	APAMM00000020721	APAAD00000016691	APAMU00000017954	(MA,(MM,(AD,MU)));
ENSGT00530000064557	valid	1	APAMA00000000435	APAMM00000000451	TRAAD00000012606	APAMU00000000358	(MA,(MM,(AD,MU)));
ENSGT00630000089880	valid	1	APAMA00000058642	APAMM00000056133	APAAD00000045315	TRAMU00000028227	(MA,(MM,(AD,MU)));
ENSGT00390000017043	valid	1	APAMA00000027420	APAMM00000025926	TRAAD00000011834	APAMU00000022434	(MA,(MM,(AD,MU)));
ENSGT00730000110685	valid	1	TRAMA00000018179	APAMM00000033360	APAAD00000026916	APAMU00000028788	(MA,(MM,(AD,MU)));
ENSGT00730000110685	valid	1	TRAMA00000018182	APAMM00000033367	APAAD00000026924	APAMU00000028785	(MA,(MM,(AD,MU)));
ENSGT00730000110685	valid	1	APAMA00000035157	APAMM00000033365	APAAD00000026918	TRAMU00000024355	(MA,(MM,(AD,MU)));
ENSGT00670000098074	valid	1	APAMA00000063723	APAMM00000060968	APAAD00000049322	APAMU00000052724	(MA,(MM,(AD,MU)));
ENSGT00730000110678	valid	1	APAMA00000061721	APAMM00000059127	APAAD00000047837	APAMU00000051105	(MA,(MM,(AD,MU)));
ENSGT00730000110678	valid	1	APAMA00000061716	APAMM00000059124	APAAD00000047835	APAMU00000051110	(MA,(MM,(AD,MU)));
ENSGT00730000110678	valid	1	APAMA00000061723	APAMM00000059117	APAAD00000047840	APAMU00000051102	(MA,(MM,(AD,MU)));
ENSGT00390000015352	valid	1	APAMA00000060943	APAMM00000058362	APAAD00000047213	TRAMU00000005033	(MA,(MM,(AD,MU)));
ENSGT00390000009929	valid	1	TRAMA00000034307	APAMM00000063476	APAAD00000051223	APAMU00000054887	(MA,(MM,(AD,MU)));
ENSGT00390000009929	valid	1	APAMA00000066290	APAMM00000063478	APAAD00000051225	APAMU00000054888	(MA,(MM,(AD,MU)));
ENSGT00390000009929	valid	1	APAMA00000066291	APAMM00000063477	APAAD00000051224	APAMU00000054885	(MA,(MM,(AD,MU)));
ENSGT00390000015908	valid	1	APAMA00000060269	APAMM00000057739	APAAD00000046681	APAMU00000049940	(MA,(MM,(AD,MU)));
ENSGT00390000009724	valid	1	TRAMA00000019334	APAMM00000035175	TRAAD00000016186	APAMU00000030420	(MA,(MM,(AD,MU)));
ENSGT00390000007149	valid	1	APAMA00000054604	APAMM00000052259	APAAD00000042094	APAMU00000045103	(MA,(MM,(AD,MU)));
ENSGT00390000008356	valid	1	APAMA00000020401	APAMM00000019410	APAAD00000015573	APAMU00000016739	(MA,(MM,(AD,MU)));
ENSGT00390000008356	valid	1	APAMA00000020404	APAMM00000019406	APAAD00000015569	TRAMU00000009533	(MA,(MM,(AD,MU)));
ENSGT00530000063122	valid	1	APAMA00000022954	APAMM00000021861	TRAAD00000009811	APAMU00000018842	(MA,(MM,(AD,MU)));
ENSGT00530000063122	valid	1	TRAMA00000011529	APAMM00000021869	TRAAD00000009808	APAMU00000018844	(MA,(MM,(AD,MU)));
ENSGT00530000064166	valid	1	APAMA00000061565	APAMM00000058973	APAAD00000047717	APAMU00000050958	(MA,(MM,(AD,MU)));
ENSGT00530000064166	valid	1	APAMA00000061568	TRAMM00000030740	APAAD00000047718	APAMU00000050960	(MA,(MM,(AD,MU)));
ENSGT00390000005482	valid	1	APAMA00000066054	TRAMM00000016418	APAAD00000051066	APAMU00000054675	(MA,(MM,(AD,MU)));
ENSGT00390000012901	valid	1	APAMA00000023431	APAMM00000022298	APAAD00000017870	APAMU00000019192	(MA,(MM,(AD,MU)));
ENSGT00440000035348	valid	1	APAMA00000004595	APAMM00000004481	APAAD00000003640	APAMU00000003807	(MA,(MM,(AD,MU)));
ENSGT00810000125492	valid	1	APAMA00000041628	TRAMM00000020799	APAAD00000031910	TRAMU00000019845	(MA,(MM,(AD,MU)));
ENSGT00810000125492	valid	1	APAMA00000041627	APAMM00000039557	APAAD00000031912	TRAMU00000019847	(MA,(MM,(AD,MU)));
ENSGT00390000014572	valid	1	APAMA00000048132	APAMM00000045891	APAAD00000036956	APAMU00000039636	(MA,(MM,(AD,MU)));
ENSGT00390000014572	valid	1	APAMA00000048133	APAMM00000045892	APAAD00000036957	APAMU00000039637	(MA,(MM,(AD,MU)));
ENSGT00390000007302	valid	1	APAMA00000051705	APAMM00000049418	APAAD00000039795	APAMU00000042655	(MA,(MM,(AD,MU)));
ENSGT00390000007230	valid	1	APAMA00000001375	APAMM00000001391	APAAD00000001078	APAMU00000001167	(MA,(MM,(AD,MU)));
ENSGT00660000095560	valid	1	APAMA00000035443	APAMM00000033646	APAAD00000027155	APAMU00000029049	(MA,(MM,(AD,MU)));
ENSGT00660000095560	valid	1	APAMA00000035441	APAMM00000033649	TRAAD00000015424	APAMU00000029050	(MA,(MM,(AD,MU)));
ENSGT00390000003188	valid	1	APAMA00000012502	APAMM00000011879	APAAD00000009606	APAMU00000010325	(MA,(MM,(AD,MU)));
ENSGT00390000001414	valid	1	APAMA00000060515	APAMM00000057948	APAAD00000046882	APAMU00000050132	(MA,(MM,(AD,MU)));
ENSGT00390000007848	valid	1	TRAMA00000010170	APAMM00000019212	APAAD00000015438	APAMU00000016591	(MA,(MM,(AD,MU)));
ENSGT00390000007848	valid	1	APAMA00000020229	APAMM00000019199	APAAD00000015441	APAMU00000016596	(MA,(MM,(AD,MU)));
ENSGT00390000011084	valid	1	APAMA00000028497	APAMM00000027025	APAAD00000021721	APAMU00000023309	(MA,(MM,(AD,MU)));
ENSGT00390000000341	valid	1	APAMA00000015484	APAMM00000014617	APAAD00000011821	APAMU00000012568	(MA,(MM,(AD,MU)));
ENSGT00390000018409	valid	1	APAMA00000007636	APAMM00000007411	APAAD00000005943	APAMU00000006378	(MA,(MM,(AD,MU)));
ENSGT00530000064712	valid	1	APAMA00000066606	TRAMM00000033220	APAAD00000051452	APAMU00000055113	(MA,(MM,(AD,MU)));
ENSGT00390000007027	valid	1	APAMA00000045472	APAMM00000043340	APAAD00000034884	APAMU00000037448	(MA,(MM,(AD,MU)));
ENSGT00530000063577	valid	1	APAMA00000005943	APAMM00000005750	APAAD00000004621	APAMU00000004937	(MA,(MM,(AD,MU)));
ENSGT00530000063577	valid	1	TRAMA00000003009	APAMM00000005747	APAAD00000004625	APAMU00000004934	(MA,(MM,(AD,MU)));
ENSGT00390000009510	valid	1	APAMA00000035494	APAMM00000033709	APAAD00000027185	APAMU00000029089	(MA,(MM,(AD,MU)));
ENSGT00390000008202	valid	1	APAMA00000052400	TRAMM00000026195	APAAD00000040376	TRAMU00000025189	(MA,(MM,(AD,MU)));
ENSGT00390000004573	valid	-1	TRAMA00000030460	APAMM00000056061	APAAD00000045266	APAMU00000048440	((AD,MA),(MM,MU));
ENSGT00510000048131	valid	1	APAMA00000025634	APAMM00000024327	APAAD00000019568	APAMU00000020967	(MA,(MM,(AD,MU)));
ENSGT00530000063368	valid	1	APAMA00000012451	APAMM00000011817	TRAAD00000005374	APAMU00000010286	(MA,(MM,(AD,MU)));
ENSGT00530000063368	valid	1	APAMA00000012463	APAMM00000011820	APAAD00000009559	APAMU00000010289	(MA,(MM,(AD,MU)));
ENSGT00730000111181	valid	1	APAMA00000004908	APAMM00000004781	APAAD00000003884	APAMU00000004049	(MA,(MM,(AD,MU)));
ENSGT00390000002149	valid	1	APAMA00000060572	APAMM00000058010	APAAD00000046921	APAMU00000050181	(MA,(MM,(AD,MU)));
ENSGT00390000002149	valid	1	APAMA00000060568	APAMM00000058002	APAAD00000046928	APAMU00000050179	(MA,(MM,(AD,MU)));
ENSGT00390000002149	valid	1	APAMA00000060587	APAMM00000058028	APAAD00000046931	APAMU00000050194	(MA,(MM,(AD,MU)));
ENSGT00390000002149	valid	1	APAMA00000060579	APAMM00000058015	APAAD00000046922	APAMU00000050188	(MA,(MM,(AD,MU)));
ENSGT00530000063161	valid	1	APAMA00000027278	APAMM00000025777	APAAD00000020744	APAMU00000022282	(MA,(MM,(AD,MU)));
ENSGT00530000063161	valid	1	APAMA00000027283	APAMM00000025781	APAAD00000020749	APAMU00000022292	(MA,(MM,(AD,MU)));
ENSGT00530000063161	valid	1	APAMA00000027282	APAMM00000025780	APAAD00000020747	TRAMU00000012857	(MA,(MM,(AD,MU)));
ENSGT00390000005666	valid	1	APAMA00000009882	APAMM00000009459	TRAAD00000004250	APAMU00000008269	(MA,(MM,(AD,MU)));
ENSGT00390000018698	valid	1	APAMA00000062608	APAMM00000059985	APAAD00000048560	APAMU00000051879	(MA,(MM,(AD,MU)));
ENSGT00390000005763	valid	1	APAMA00000021296	APAMM00000020208	APAAD00000016199	APAMU00000017460	(MA,(MM,(AD,MU)));
ENSGT00510000047107	valid	1	APAMA00000059959	APAMM00000057420	APAAD00000046438	APAMU00000049679	(MA,(MM,(AD,MU)));
ENSGT00550000074848	valid	1	APAMA00000008506	APAMM00000008192	APAAD00000006581	APAMU00000007076	(MA,(MM,(AD,MU)));
ENSGT00390000018488	valid	1	APAMA00000065374	APAMM00000062573	APAAD00000050505	APAMU00000054104	(MA,(MM,(AD,MU)));
ENSGT00870000136584	valid	1	APAMA00000015913	APAMM00000015056	APAAD00000012139	APAMU00000012932	(MA,(MM,(AD,MU)));
ENSGT00390000017869	valid	1	APAMA00000042696	APAMM00000040519	APAAD00000032725	APAMU00000035001	(MA,(MM,(AD,MU)));
ENSGT00390000008403	valid	1	APAMA00000060931	APAMM00000058349	APAAD00000047201	APAMU00000050436	(MA,(MM,(AD,MU)));
ENSGT00390000003051	valid	1	APAMA00000045437	APAMM00000043318	TRAAD00000019945	APAMU00000037429	(MA,(MM,(AD,MU)));
ENSGT00390000007535	valid	1	TRAMA00000014023	APAMM00000026139	APAAD00000021023	TRAMU00000013031	(MA,(MM,(AD,MU)));
ENSGT00530000064035	valid	1	APAMA00000051017	TRAMM00000025554	APAAD00000039272	APAMU00000042037	(MA,(MM,(AD,MU)));
ENSGT00530000064035	valid	1	APAMA00000051012	APAMM00000048802	TRAAD00000022279	APAMU00000042035	(MA,(MM,(AD,MU)));
ENSGT00550000074987	valid	1	APAMA00000029343	APAMM00000027795	APAAD00000022376	APAMU00000023994	(MA,(MM,(AD,MU)));
ENSGT00440000033895	valid	1	APAMA00000060427	APAMM00000057876	APAAD00000046796	APAMU00000050064	(MA,(MM,(AD,MU)));
ENSGT00390000005605	valid	1	APAMA00000012362	APAMM00000011726	APAAD00000009496	TRAMU00000006022	(MA,(MM,(AD,MU)));
ENSGT00660000095541	valid	1	APAMA00000037808	TRAMM00000018863	APAAD00000028919	APAMU00000031025	(MA,(MM,(AD,MU)));
ENSGT00660000095541	valid	1	TRAMA00000019655	APAMM00000035800	APAAD00000028921	TRAMU00000018096	(MA,(MM,(AD,MU)));
ENSGT00390000000227	valid	-1	APAMA00000023419	APAMM00000022281	APAAD00000017856	TRAMU00000005802	(MA,(MU,(AD,MM)));
ENSGT00730000110931	valid	1	APAMA00000027459	APAMM00000025964	APAAD00000020905	APAMU00000022477	(MA,(MM,(AD,MU)));
ENSGT00730000110931	valid	1	APAMA00000027456	APAMM00000025961	APAAD00000020917	APAMU00000022478	(MA,(MM,(AD,MU)));
ENSGT00390000006264	valid	1	APAMA00000003887	APAMM00000003791	APAAD00000003122	TRAMU00000005900	(MA,(MM,(AD,MU)));
ENSGT00510000047065	valid	1	APAMA00000045451	APAMM00000043327	APAAD00000034875	TRAMU00000021904	(MA,(MM,(AD,MU)));
ENSGT00390000006681	valid	1	TRAMA00000017419	TRAMM00000016781	APAAD00000025858	APAMU00000027692	(MA,(MM,(AD,MU)));
ENSGT00550000075068	valid	1	APAMA00000065629	TRAMM00000032740	APAAD00000050725	APAMU00000054331	(MA,(MM,(AD,MU)));
ENSGT00390000014852	valid	1	APAMA00000030565	APAMM00000029002	APAAD00000023291	APAMU00000025003	(MA,(MM,(AD,MU)));
ENSGT00530000063721	valid	1	TRAMA00000024898	APAMM00000045447	APAAD00000036596	APAMU00000039241	(MA,(MM,(AD,MU)));
ENSGT00530000063721	valid	1	APAMA00000047628	TRAMM00000023917	APAAD00000036600	APAMU00000039239	(MA,(MM,(AD,MU)));
ENSGT00390000013098	valid	1	APAMA00000055690	APAMM00000053248	TRAAD00000024345	APAMU00000046004	(MA,(MM,(AD,MU)));
ENSGT00390000003917	valid	1	APAMA00000035186	APAMM00000033398	TRAAD00000015319	APAMU00000028827	(MA,(MM,(AD,MU)));
ENSGT00510000047589	valid	1	TRAMA00000013305	APAMM00000024784	APAAD00000019929	APAMU00000021407	(MA,(MM,(AD,MU)));
ENSGT00530000063663	valid	1	APAMA00000032466	APAMM00000030782	APAAD00000024785	APAMU00000026572	(MA,(MM,(AD,MU)));
ENSGT00530000063663	valid	1	APAMA00000032468	APAMM00000030780	TRAAD00000014114	TRAMU00000015493	(MA,(MM,(AD,MU)));
ENSGT00390000007918	valid	1	APAMA00000004900	APAMM00000004765	APAAD00000003876	APAMU00000004038	(MA,(MM,(AD,MU)));
ENSGT00390000018651	valid	1	APAMA00000058893	APAMM00000056397	APAAD00000045548	APAMU00000048754	(MA,(MM,(AD,MU)));
ENSGT00390000016526	valid	1	APAMA00000036991	TRAMM00000018419	TRAAD00000016149	APAMU00000030322	(MA,(MM,(AD,MU)));
ENSGT00590000082962	valid	1	APAMA00000041757	TRAMM00000020849	APAAD00000031991	APAMU00000034256	(MA,(MM,(AD,MU)));
ENSGT00590000082962	valid	1	APAMA00000041740	TRAMM00000020852	APAAD00000031985	APAMU00000034247	(MA,(MM,(AD,MU)));
ENSGT00590000082962	valid	1	TRAMA00000021667	TRAMM00000020850	TRAAD00000018087	APAMU00000034249	(MA,(MM,(AD,MU)));
ENSGT00590000082962	valid	1	TRAMA00000021671	APAMM00000039652	APAAD00000031983	APAMU00000034246	(MA,(MM,(AD,MU)));
ENSGT00390000001440	valid	1	APAMA00000021207	APAMM00000020098	APAAD00000016117	APAMU00000017380	(MA,(MM,(AD,MU)));
